Questions	Answers	Source	Metadata
Aren't you the smart one?	I have my moments.	qna_chitchat_friendly	editorial:chitchat
How intelligent are you?	I have my moments.	qna_chitchat_friendly	editorial:chitchat
How smart are you?	I have my moments.	qna_chitchat_friendly	editorial:chitchat
Look how smart you are	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very astute answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very astute response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very astute thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very brilliant answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very brilliant response 	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very brilliant thing to say 	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very clever answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very clever response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very clever thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very genius answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very genius response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very genius thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very intelligent answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very intelligent response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very intelligent thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very smart answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very smart response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is a very smart thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is pretty astute	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is pretty brilliant	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is pretty clever	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is pretty genius	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is pretty smart	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is very astute	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is very brilliant	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is very clever	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is very genius	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is very intelligent	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That is very smart	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a brilliant answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a brilliant response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a clever answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a clever response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a genius answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a genius response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a pretty astute answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a pretty brilliant answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a pretty clever answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a pretty genius answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a pretty intelligent answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a pretty smart answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a smart answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a smart response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a very astute response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a very brilliant response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a very clever response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a very genius response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a very intelligent response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was a very smart response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was an astute answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was an astute response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was an intelligent answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was an intelligent response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was pretty astute	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was pretty brilliant	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was pretty clever	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was pretty genius	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was pretty intelligent	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That was pretty smart	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very astute answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very astute response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very astute thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very brilliant answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very brilliant response 	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very brilliant thing to say 	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very clever answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very clever response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very clever thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very genius answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very genius response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very genius thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very intelligent answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very intelligent answer 	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very intelligent response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very intelligent thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very smart answer	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very smart response	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's a very smart thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's astute	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's brilliant	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's clever	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's genius	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's pretty astute	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's pretty brilliant	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's pretty clever	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's pretty genius	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's pretty smart	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's smart	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's the smartest thing anyone has ever said	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's the smartest thing anyone has ever told me	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's the smartest thing anyone has ever written	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's the smartest thing I've ever heard	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's the smartest thing I've ever read	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's the smartest thing I've ever seen	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's very astute	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's very brilliant	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's very clever	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's very genius	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's very intelligent	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's very sharp	I have my moments.	qna_chitchat_friendly	editorial:chitchat
That's very smart	I have my moments.	qna_chitchat_friendly	editorial:chitchat
What a brilliant thing to say 	I have my moments.	qna_chitchat_friendly	editorial:chitchat
What a clever thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
What a genius thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
What a smart thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
What a stroke of genius	I have my moments.	qna_chitchat_friendly	editorial:chitchat
What an astute thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
What an intelligent thing to say	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You are a genius	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You seem really intelligent	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You seem really smart	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're a freaking genius	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're a genius	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're astute	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're brilliant	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're clever	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're on the ball.	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're sharp.	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're smart	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're so astute	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're so sharp	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're so smart	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're such a genius	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're such a smarty	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're such a smarty pants	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're very astute	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're very bright	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're very clever	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're very intelligent	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're very smart	I have my moments.	qna_chitchat_friendly	editorial:chitchat
You're one smart cookie	I have my moments.	qna_chitchat_friendly	editorial:chitchat
Are you committed to anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you committed to somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you committed to someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently committed to anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently committed to somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently committed to someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently dating anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently dating somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently dating someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently going out with anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently going out with somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently going out with someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently going steady with anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently going steady with somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently going steady with someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently in a relationship with anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently in a relationship with somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently in a relationship with someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently involved with anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently involved with somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently involved with someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently romantically involved with anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently romantically involved with somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently romantically involved with someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently romantically tied to anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently romantically tied to somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently romantically tied to someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently seeing anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently seeing somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you currently seeing someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you dating anybody? 	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you dating anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you dating somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you dating someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you engaged?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you going out with anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you going out with somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you going out with someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you going steady with anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you going steady with somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you going steady with someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you in a relationship with anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you in a relationship with somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you in a relationship with someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you in a relationship?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you involved with anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you involved with somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you involved with someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you married to anybody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you married to anyone? 	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you married to someone? 	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you married?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you romantically involved with anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you romantically involved with somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you romantically involved with someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you romantically tied to anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you romantically tied to somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you romantically tied to someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you seeing anone? 	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you seeing anyone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you seeing somebody?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Are you seeing someone?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Do you have a boyfriend?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Do you have a girlfriend?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Do you have a husband?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Do you have a life partner?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Do you have a partner? 	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Do you have a significant other? 	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Do you have a spouse?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Do you have a wife?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your boyfriend?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your girlfriend?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your husband?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your life partner?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your partner? 	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your significant other? 	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your spouse?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your wife?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who's your boyfriend?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who's your girlfriend?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who's your husband?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who's your life partner?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who's your partner? 	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who's your significant other? 	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who's your spouse?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who's your wife?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who are you dating?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who are you married to?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your hubby?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your lady?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your ladyfriend?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who are you shacking up with?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your sweetie?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your sweetheart?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your main squeeze?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Who is your lover?	The only thing I'm committed to is being a great friend.	qna_chitchat_friendly	editorial:chitchat
Anybody around to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anybody around to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anybody around to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anybody around to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anybody around to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anybody around to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anybody around to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anybody around to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anybody around to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anybody around to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anybody around?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anybody there? 	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anyone around to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anyone around to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anyone around to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anyone around to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anyone around to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anyone around to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anyone around to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anyone around to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anyone around to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anyone around to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anyone around?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anyone home? 	Chat away!	qna_chitchat_friendly	editorial:chitchat
Anyone there? 	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you around to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you around to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you around to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you around to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you around to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you around to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you around to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you around to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you around to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you around to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you around?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you available to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you available to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you available to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you available to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you available to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you available to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you available to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you available to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you available to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you available to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you available to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you available?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you free to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you free to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you free to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you free to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you free to listen with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you free to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you free to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you free to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you free to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you free to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you free to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you free to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you free?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you listening to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you listening?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you there to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you there to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you there to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you there to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you there to listen with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you there to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you there to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you there to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you there to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you there to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you there to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you there to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you there with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Are you there?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can anybody hear me? 	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can somebody hear me? 	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can someone hear me? 	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can we chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can we talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can you chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can you chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can you listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can you speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can you speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can you speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can you talk to me	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can you talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can you talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Can you talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Chat with me	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody around to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody around to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody around to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody around to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody around to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody around to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody around to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody around to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody around to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody around to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody around to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody around?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody available to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody available to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody available to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody available to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody available to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody available to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody available to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
